"","gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","BINCODE","NAME","DESCRIPTION","TYPE","CATEGORY"
"11","AT1G01080.1",3.84546205593828,1.53248678893594,1.8691345673263,0.819891095978223,0.412278193155226,0.880933360437589,"35.1","not assigned.annotated","mercator4v7.0: not classified & swissprot: 33 kDa ribonucleoprotein, chloroplastic OS=Nicotiana sylvestris  & original description: cdna chromosome:TAIR10:1:44970:47059:-1 gene:AT1G01080 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:AT1G01080 description:RNA-binding (RRM/RBD/RNP motifs) family protein [Source:NCBI gene (formerly Entrezgene);Acc:839463]",TRUE,"not assigned"
"12","AT1G01080.2",5.83842781661368,-1.43466632458194,1.84985738323295,-0.77555509823931,0.438011721080789,0.888366392617384,"35.1","not assigned.annotated","mercator4v7.0: not classified & swissprot: 33 kDa ribonucleoprotein, chloroplastic OS=Nicotiana sylvestris  & original description: cdna chromosome:TAIR10:1:45296:47019:-1 gene:AT1G01080 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:AT1G01080 description:RNA-binding (RRM/RBD/RNP motifs) family protein [Source:NCBI gene (formerly Entrezgene);Acc:839463]",TRUE,"not assigned"
"13","AT1G01090.1",127.745211603009,0.619045870523424,0.33087490242508,1.87093631455954,0.0613539087995004,0.466588158904653,"5.1.2.2.1.1","Lipid metabolism.fatty acid metabolism.acetyl-CoA generation.plastidial pyruvate dehydrogenase complex.E1 pyruvate dehydrogenase subcomplex.subunit alpha","mercator4v7.0: subunit alpha of E1 subcomplex of pyruvate dehydrogenase complex & swissprot: Pyruvate dehydrogenase E1 component subunit alpha-3, chloroplastic OS=Arabidopsis thaliana  & original description: cdna chromosome:TAIR10:1:47234:49304:-1 gene:AT1G01090 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:PDH-E1 ALPHA description:pyruvate dehydrogenase E1 alpha [Source:NCBI gene (formerly Entrezgene);Acc:839429]",TRUE,"Lipid metabolism"
"14","AT1G01090.1",127.745211603009,0.619045870523424,0.33087490242508,1.87093631455954,0.0613539087995004,0.466588158904653,"50.1.2","Enzyme classification.EC_1 oxidoreductases.EC_1-2 oxidoreductase acting on aldehyde or oxo group of donor","mercator4v7.0: EC_1.2 oxidoreductase acting on aldehyde or oxo group of donor & swissprot: Pyruvate dehydrogenase E1 component subunit alpha-3, chloroplastic OS=Arabidopsis thaliana  & original description: cdna chromosome:TAIR10:1:47234:49304:-1 gene:AT1G01090 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:PDH-E1 ALPHA description:pyruvate dehydrogenase E1 alpha [Source:NCBI gene (formerly Entrezgene);Acc:839429]",TRUE,"Enzyme classification"
"15","AT1G01100.1",1139.69767470423,-0.0312358898178754,1.10157051014656,-0.0283557788903769,0.977378393338991,0.997887591464835,"17.1.2.1.46","Protein biosynthesis.ribosome biogenesis.large ribosomal subunit (LSU).LSU proteome.component *(RPP1)","mercator4v7.0: component *(RPP1) of large ribosomal-subunit (LSU) proteome & swissprot: Large ribosomal subunit protein P1w OS=Arabidopsis thaliana  & original description: cdna chromosome:TAIR10:1:50090:51108:-1 gene:AT1G01100 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:AT1G01100 description:60S acidic ribosomal protein family [Source:NCBI gene (formerly Entrezgene);Acc:839410]",TRUE,"Protein biosynthesis"
"16","AT1G01100.2",1160.33330662253,0.336149485154874,0.545658552398235,0.61604364795064,0.537865712646992,0.918736138874289,"17.1.2.1.46","Protein biosynthesis.ribosome biogenesis.large ribosomal subunit (LSU).LSU proteome.component *(RPP1)","mercator4v7.0: component *(RPP1) of large ribosomal-subunit (LSU) proteome & swissprot: Large ribosomal subunit protein P1w OS=Arabidopsis thaliana  & original description: cdna chromosome:TAIR10:1:49909:51210:-1 gene:AT1G01100 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:AT1G01100 description:60S acidic ribosomal protein family [Source:NCBI gene (formerly Entrezgene);Acc:839410]",TRUE,"Protein biosynthesis"
"17","AT1G01100.3",69.5464901813012,-1.72009224818008,3.57438531857753,-0.481227426500457,0.63035487021211,0.944603068457183,"17.1.2.1.46","Protein biosynthesis.ribosome biogenesis.large ribosomal subunit (LSU).LSU proteome.component *(RPP1)","mercator4v7.0: component *(RPP1) of large ribosomal-subunit (LSU) proteome & swissprot: Large ribosomal subunit protein P1w OS=Arabidopsis thaliana  & original description: cdna chromosome:TAIR10:1:50090:51197:-1 gene:AT1G01100 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:AT1G01100 description:60S acidic ribosomal protein family [Source:NCBI gene (formerly Entrezgene);Acc:839410]",TRUE,"Protein biosynthesis"
"18","AT1G01110.2",18.3440173643844,0.462616402210257,0.805642369853639,0.574220546883973,0.565818566960863,0.92698275158784,"35.1","not assigned.annotated","mercator4v7.0: not classified & swissprot: Protein IQ-DOMAIN 18 OS=Arabidopsis thaliana  & original description: cdna chromosome:TAIR10:1:51953:54737:1 gene:AT1G01110 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:IQD18 description:IQ-domain 18 [Source:NCBI gene (formerly Entrezgene);Acc:839394]",TRUE,"not assigned"
"19","AT1G01120.1",51.2589215787781,1.95007482911936,0.835012675945642,2.3353835041018,0.0195233953920395,0.262775132226425,"5.1.6.1.1.1","Lipid metabolism.fatty acid metabolism.endoplasmic reticulum-localized fatty acid elongase (FAE) system.fatty acid elongation complex.condensing enzyme activities.3-ketoacyl-CoA synthase *(KCS)","mercator4v7.0: 3-ketoacyl-CoA synthase *(KCS) & swissprot: 3-ketoacyl-CoA synthase 1 OS=Arabidopsis thaliana  & original description: cdna chromosome:TAIR10:1:57164:59215:-1 gene:AT1G01120 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:KCS1 description:3-ketoacyl-CoA synthase 1 [Source:NCBI gene (formerly Entrezgene);Acc:839395]",TRUE,"Lipid metabolism"
"20","AT1G01130.1",1.51972441390256,0.831727341846333,1.28073364874699,0.64941476524807,0.516070322798505,NA,"35.2","not assigned.not annotated","mercator4v7.0: not classified & original description: cdna chromosome:TAIR10:1:61905:63811:-1 gene:AT1G01130 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:AT1G01130 description:CBL-interacting Serine/Threonine-kinase [Source:NCBI gene (formerly Entrezgene);Acc:839359]",TRUE,"not assigned"
"21","AT1G01160.1",82.2728413426247,-0.463164031244061,0.295882051773101,-1.56536710648215,0.117496856530428,0.61163142592927,"11.4.1.3.4","Chromatin organisation.nucleosome remodeling.SWI/SNF chromatin remodeling complexes.SYD-associated complex.SMARCL component *(AN3)","mercator4v7.0: cofactor component *(AN3) of GRF-GIF transcriptional complex & swissprot: GRF1-interacting factor 2 OS=Arabidopsis thaliana  & original description: cdna chromosome:TAIR10:1:72339:74096:1 gene:AT1G01160 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:GIF2 description:GRF1-interacting factor 2 [Source:NCBI gene (formerly Entrezgene);Acc:839278]",TRUE,"Chromatin organisation"
"22","AT1G01160.1",82.2728413426247,-0.463164031244061,0.295882051773101,-1.56536710648215,0.117496856530428,0.61163142592927,"11.4.1.2.3","Chromatin organisation.nucleosome remodeling.SWI/SNF chromatin remodeling complexes.BRM-associated complex.SMARCL component *(AN3)","mercator4v7.0: SMARCL component *(AN3) of SWI/SNF chromatin remodeling complex & swissprot: GRF1-interacting factor 2 OS=Arabidopsis thaliana  & original description: cdna chromosome:TAIR10:1:72339:74096:1 gene:AT1G01160 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:GIF2 description:GRF1-interacting factor 2 [Source:NCBI gene (formerly Entrezgene);Acc:839278]",TRUE,"Chromatin organisation"
"23","AT1G01170.1",41.270365923343,-1.41162517380217,2.56642657931117,-0.550035284539896,0.582295172579258,0.930558558845158,"2.4.5.2.2","Cellular respiration.oxidative phosphorylation.cytochrome c oxidase complex.plant-specific components.component *(Cox-X2)","mercator4v7.0: component *(Cox-X2) of cytochrome c oxidase complex & original description: cdna chromosome:TAIR10:1:73931:74737:-1 gene:AT1G01170 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:AT1G01170 description:ozone-responsive stress-like protein (DUF1138) [Source:NCBI gene (formerly Entrezgene);Acc:839263]",TRUE,"Cellular respiration"
"24","AT1G01170.2",129.398036518975,0.488206653974532,1.17785425140199,0.414488170665788,0.678516628545002,0.959443810659071,"2.4.5.2.2","Cellular respiration.oxidative phosphorylation.cytochrome c oxidase complex.plant-specific components.component *(Cox-X2)","mercator4v7.0: component *(Cox-X2) of cytochrome c oxidase complex & original description: cdna chromosome:TAIR10:1:73931:74731:-1 gene:AT1G01170 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:AT1G01170 description:ozone-responsive stress-like protein (DUF1138) [Source:NCBI gene (formerly Entrezgene);Acc:839263]",TRUE,"Cellular respiration"
"25","AT1G01180.1",40.9748400317833,-0.155186315273003,0.665251802238731,-0.233274550705107,0.815548219110015,0.983571128497266,"35.2","not assigned.not annotated","mercator4v7.0: not classified & original description: cdna chromosome:TAIR10:1:75390:76845:1 gene:AT1G01180 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:AT1G01180 description:S-adenosyl-L-methionine-dependent methyltransferases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:839239]",TRUE,"not assigned"
"26","AT1G01190.1",27.2442273909406,1.24943960022722,0.826838370924977,1.51110500451193,0.130761699865007,0.63376589903457,"50.1.13","Enzyme classification.EC_1 oxidoreductases.EC_1-14 oxidoreductase acting on paired donor with incorporation or reduction of molecular oxygen","mercator4v7.0: EC_1.14 oxidoreductase acting on paired donor with incorporation or reduction of molecular oxygen & swissprot: Cytochrome P450 78A6 OS=Arabidopsis thaliana  & original description: cdna chromosome:TAIR10:1:82984:84864:-1 gene:AT1G01190 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:CYP78A8 description:cytochrome P450, family 78, subfamily A, polypeptide 8 [Source:NCBI gene (formerly Entrezgene);Acc:839233]",TRUE,"Enzyme classification"
"27","AT1G01190.1",27.2442273909406,1.24943960022722,0.826838370924977,1.51110500451193,0.130761699865007,0.63376589903457,"28.1.2.2","Plant reproduction.gametogenesis.female gametophyt.regulatory signalling factor *(CYP78a)","mercator4v7.0: regulatory signalling factor *(CYP78a) involved in female gametogenesis & swissprot: Cytochrome P450 78A6 OS=Arabidopsis thaliana  & original description: cdna chromosome:TAIR10:1:82984:84864:-1 gene:AT1G01190 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:CYP78A8 description:cytochrome P450, family 78, subfamily A, polypeptide 8 [Source:NCBI gene (formerly Entrezgene);Acc:839233]",TRUE,"Plant reproduction"
"28","AT1G01210.1",8.08733881022133,0.250412167917055,0.587793809759548,0.426020423759639,0.670092963819369,0.956909946028557,"14.1.3.7","RNA biosynthesis.DNA-dependent RNA polymerase complexes.RNA polymerase III complex.component *(NRPC9)","mercator4v7.0: component *(NRPC9) of RNA polymerase III complex & original description: cdna chromosome:TAIR10:1:88890:89745:1 gene:AT1G01210 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:AT1G01210 description:DNA-directed RNA polymerase, subunit M, archaeal [Source:NCBI gene (formerly Entrezgene);Acc:839481]",TRUE,"RNA biosynthesis"
"29","AT1G01220.8",9.3489035867441,-0.0248019778831486,1.97017514795448,-0.0125887172563815,0.98995592215207,0.998369551825009,"3.13.2.2.1","Carbohydrate metabolism.nucleotide sugar biosynthesis.GDP-L-fucose biosynthesis.salvage biosynthesis.bifunctional L-fucokinase and GDP-L-fucose pyrophosphorylase","mercator4v7.0: bifunctional L-fucokinase and GDP-L-fucose pyrophosphorylase & swissprot: Bifunctional fucokinase/fucose pyrophosphorylase OS=Arabidopsis thaliana  & original description: cdna chromosome:TAIR10:1:91692:95681:1 gene:AT1G01220 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:FKGP description:L-fucokinase/GDP-L-fucose pyrophosphorylase [Source:NCBI gene (formerly Entrezgene);Acc:839420]",TRUE,"Carbohydrate metabolism"
"30","AT1G01225.1",2.18629822792068,0.71999861887621,1.06471447968752,0.676236336231215,0.498890605907514,NA,"35.1","not assigned.annotated","mercator4v7.0: not classified & swissprot: Protein LEAD-SENSITIVE 1 OS=Arabidopsis thaliana  & original description: cdna chromosome:TAIR10:1:95935:97407:1 gene:AT1G01225 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:AT1G01225 description:NC domain-containing protein-like protein [Source:NCBI gene (formerly Entrezgene);Acc:839358]",TRUE,"not assigned"
"31","AT1G01230.1",55.2763129563254,0.301402292166814,0.275170914228856,1.09532758217368,0.273373147863189,0.799455082673198,"5.3.1.1.2","Lipid metabolism.sphingolipid metabolism.ceramide biosynthesis.serine C-palmitoyltransferase activity.regulatory protein *(ORM1/2)","mercator4v7.0: regulatory protein *(ORM1/2) of serine C-palmitoyltransferase activity & original description: cdna chromosome:TAIR10:1:97412:99240:1 gene:AT1G01230 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:AT1G01230 description:ORMDL family protein [Source:NCBI gene (formerly Entrezgene);Acc:839331]",TRUE,"Lipid metabolism"
"32","AT1G01240.1",93.2388078638522,0.421039284019875,0.773620289224171,0.544245400339896,0.586272613719497,0.931639785194091,"35.2","not assigned.not annotated","mercator4v7.0: not classified & original description: cdna chromosome:TAIR10:1:99866:101987:1 gene:AT1G01240 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:AT1G01240 description:uncharacterized protein [Source:NCBI gene (formerly Entrezgene);Acc:839274]",TRUE,"not assigned"
"33","AT1G01260.3",19.5758012640948,-1.74044521141816,1.26530036214027,-1.37551941301445,0.168970471423581,0.694319921423734,"14.5.1.2.7","RNA biosynthesis.DNA-binding transcriptional regulation.basic DNA-binding domain.basic helix-loop-helix (bHLH) domain.bHLH class-IIId transcription factor *(JAM1/2/3)","mercator4v7.0: bHLH class-IIId transcription factor *(JAM1/2/3) & swissprot: Transcription factor bHLH13 OS=Arabidopsis thaliana  & original description: cdna chromosome:TAIR10:1:108946:111699:1 gene:AT1G01260 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:AT1G01260 description:basic helix-loop-helix (bHLH) DNA-binding superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:839545]",TRUE,"RNA biosynthesis"
"34","AT1G01260.3",19.5758012640948,-1.74044521141816,1.26530036214027,-1.37551941301445,0.168970471423581,0.694319921423734,"10.7.2.1.3","Phytohormone action.jasmonic acid.perception and signal transduction.receptor activities.regulatory protein *(JAM1/2)","mercator4v7.0: regulatory protein *(JAM1/2) of jasmonate signalling & swissprot: Transcription factor bHLH13 OS=Arabidopsis thaliana  & original description: cdna chromosome:TAIR10:1:108946:111699:1 gene:AT1G01260 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:AT1G01260 description:basic helix-loop-helix (bHLH) DNA-binding superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:839545]",TRUE,"Phytohormone action"
"35","AT1G01290.1",17.9427921463485,-0.672897468725698,0.568923965134512,-1.18275465609293,0.236906395977031,0.771208763039441,"7.1.1.2","Coenzyme metabolism.molybdenum cofactor biosynthesis.precursor Z biosynthesis.accessory protein *(CNX3)","mercator4v7.0: accessory protein *(CNX3) & swissprot: Cyclic pyranopterin monophosphate synthase, mitochondrial OS=Arabidopsis thaliana  & original description: cdna chromosome:TAIR10:1:114202:116407:1 gene:AT1G01290 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:CNX3 description:cofactor of nitrate reductase and xanthine dehydrogenase 3 [Source:NCBI gene (formerly Entrezgene);Acc:839445]",TRUE,"Coenzyme metabolism"
"36","AT1G01290.2",6.88433898593583,0.04677553204321,0.795843417577779,0.0587747928927722,0.953131486100267,0.995968356563455,"7.1.1.2","Coenzyme metabolism.molybdenum cofactor biosynthesis.precursor Z biosynthesis.accessory protein *(CNX3)","mercator4v7.0: accessory protein *(CNX3) & swissprot: Cyclic pyranopterin monophosphate synthase, mitochondrial OS=Arabidopsis thaliana  & original description: cdna chromosome:TAIR10:1:114202:116407:1 gene:AT1G01290 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:CNX3 description:cofactor of nitrate reductase and xanthine dehydrogenase 3 [Source:NCBI gene (formerly Entrezgene);Acc:839445]",TRUE,"Coenzyme metabolism"
"37","AT1G01300.1",51.567908236146,1.35376237166807,0.581334464918576,2.32871514311074,0.0198741613544209,0.26563411318351,"19.3.3.1","Protein homeostasis.proteolysis.aspartic peptidase activities.Pepsin-type protease","mercator4v7.0: Pepsin-type protease & swissprot: Aspartyl protease family protein 2 OS=Arabidopsis thaliana  & original description: cdna chromosome:TAIR10:1:116784:118845:1 gene:AT1G01300 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:AT1G01300 description:Eukaryotic aspartyl protease family protein [Source:NCBI gene (formerly Entrezgene);Acc:839375]",TRUE,"Protein homeostasis"
"38","AT1G01300.1",51.567908236146,1.35376237166807,0.581334464918576,2.32871514311074,0.0198741613544209,0.26563411318351,"50.3.4","Enzyme classification.EC_3 hydrolases.EC_3-4 hydrolase acting on peptide bond (peptidase)","mercator4v7.0: EC_3.4 hydrolase acting on peptide bond (peptidase) & swissprot: Aspartyl protease family protein 2 OS=Arabidopsis thaliana  & original description: cdna chromosome:TAIR10:1:116784:118845:1 gene:AT1G01300 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:AT1G01300 description:Eukaryotic aspartyl protease family protein [Source:NCBI gene (formerly Entrezgene);Acc:839375]",TRUE,"Enzyme classification"
"39","AT1G01320.3",37.9421645348654,-1.38048142836327,0.974357315958725,-1.41681229847896,0.156537813026929,0.67837698013706,"35.1","not assigned.annotated","mercator4v7.0: not classified & swissprot: Protein REDUCED CHLOROPLAST COVERAGE 1 OS=Arabidopsis thaliana  & original description: cdna chromosome:TAIR10:1:121067:130573:-1 gene:AT1G01320 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:AT1G01320 description:Tetratricopeptide repeat (TPR)-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:839293]",TRUE,"not assigned"
"40","AT1G01340.2",88.4831066081788,-1.38887670747364,0.596862628846565,-2.32696208532546,0.019967283288572,0.266330964809486,"24.3.11","Solute transport.channel-mediated transport.cyclic nucleotide-gated cation channel *(CNGC1/2/++)","mercator4v7.0: cyclic nucleotide-gated cation channel *(CNGC1/2/++) & swissprot: Probable cyclic nucleotide-gated ion channel 10 OS=Arabidopsis thaliana  & original description: cdna chromosome:TAIR10:1:132270:135924:-1 gene:AT1G01340 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:CNGC10 description:cyclic nucleotide gated channel 10 [Source:NCBI gene (formerly Entrezgene);Acc:838832]",TRUE,"Solute transport"
"41","AT1G01350.1",40.6605207344042,0.0713068130142693,0.301223322860719,0.236724076798132,0.812870855192823,0.982689093052716,"15.1.5.2.9","RNA processing.spliceosome-mediated pre-mRNA splicing.MAC/NTC spliceosome-associated complex.associated components.component *(CWC24)","mercator4v7.0: component *(CWC24) of MAC spliceosome-associated complex & swissprot: Zinc finger CCCH domain-containing protein 1 OS=Arabidopsis thaliana  & original description: cdna chromosome:TAIR10:1:136090:138162:1 gene:AT1G01350 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:AT1G01350 description:Zinc finger (CCCH-type/C3HC4-type RING finger) family protein [Source:NCBI gene (formerly Entrezgene);Acc:838964]",TRUE,"RNA processing"
"42","AT1G01360.1",105.416181609228,-0.184194506644053,0.386463463558372,-0.476615576924343,0.633635889222746,0.945262020211112,"10.1.2.1.1.1","Phytohormone action.abscisic acid.perception and signalling.receptor activities.cytoplasm-localized receptor complex.receptor component *(PYL/RCAR)","mercator4v7.0: receptor component *(PYL/RCAR) of cytoplasm-localized abscisic acid receptor complex & swissprot: Abscisic acid receptor PYL9 OS=Arabidopsis thaliana  & original description: cdna chromosome:TAIR10:1:141870:143261:1 gene:AT1G01360 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:RCAR1 description:regulatory component of ABA receptor 1 [Source:NCBI gene (formerly Entrezgene);Acc:838452]",TRUE,"Phytohormone action"
"43","AT1G01370.4",4.82654243309323,1.76571722850151,1.05157556284433,1.67911588181599,0.093129461565672,0.552662794163678,"12.2.3.1","Cell division.cell cycle organisation.chromosome segregation.histone H3 variant *(CENH3)","mercator4v7.0: histone H3 variant *(CENH3) & swissprot: Histone H3-like centromeric protein CENH3 OS=Arabidopsis thaliana  & original description: cdna chromosome:TAIR10:1:143522:145676:1 gene:AT1G01370 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:HTR12 description:Histone superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:839104]",TRUE,"Cell division"
"44","AT1G01380.1",5.98622231234195,-1.44818436356224,1.48608602066644,-0.974495650603592,0.329810497659107,0.836160039607143,"14.5.3.9.1","RNA biosynthesis.DNA-binding transcriptional regulation.helix-turn-helix DNA-binding domain.MYB  transcription factor family.R3-MYB transcription factor","mercator4v7.0: R3-MYB transcription factor & swissprot: MYB-like transcription factor ETC1 OS=Arabidopsis thaliana  & original description: cdna chromosome:TAIR10:1:147043:148014:1 gene:AT1G01380 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:ETC1 description:Homeodomain-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:838096]",TRUE,"RNA biosynthesis"
